,marker,pvalue,est_effectsize,effectsize_SE,bh_corr_pvalue_5perc,bh_adj_pvalue_5perc,bh_tresh_pvalue
62,1-62,0.7171392680209507,-1.5132742793236638,4.177030259319457,0.7950339717699019,0.7950339717699019,False
63,1-63,0.7262298781906938,-1.4703349952254348,4.199217413155809,0.7974146207465976,0.7974146207465976,False
64,1-64,0.9910096384155828,-0.047331281719019236,4.200509560684559,0.9937522850163639,0.9937522850163639,False
65,1-65,0.8236094263480549,-0.9505528548929792,4.264385067651561,0.8691465522688427,0.8691465522688427,False
66,1-66,0.7182367619853207,-1.530597582338384,4.24204088871161,0.7950339717699019,0.7950339717699019,False
67,1-67,0.9137194787239086,-0.45656532994795,4.2138703956622425,0.9369934654461214,0.9369934654461214,False
68,1-68,0.9285649519368383,0.3744380166661692,4.1766416519927905,0.9475980293292148,0.9475980293292148,False
69,1-69,0.9292911676770405,0.37571625469084197,4.234057249775909,0.9475980293292148,0.9475980293292148,False
70,1-70,0.8433058686460219,0.8244256097791377,4.170787163364456,0.8829055235337591,0.8829055235337591,False
71,1-71,0.7459030982759753,-1.368833291989137,4.224192480720812,0.8140528793433587,0.8140528793433587,False
72,1-72,0.6748985098234541,-1.8393243908107173,4.385246708791511,0.7681829111812509,0.7681829111812509,False
73,1-73,0.9531173459831345,0.24948214617136139,4.243431609379113,0.9655531734237346,0.9655531734237346,False
74,1-74,0.8321548441776551,0.9013307190834594,4.252789335699911,0.8748088158811519,0.8748088158811519,False
75,1-75,0.7710048004218494,1.2618579264393988,4.335375349076775,0.8297843743153963,0.8297843743153963,False
76,1-76,0.9573228686673081,-0.23538333642505221,4.398588312239159,0.9689105756437281,0.9689105756437281,False
77,1-77,0.8710309031080012,0.7133337810671466,4.393824863784241,0.9034452210671731,0.9034452210671731,False
78,1-78,0.6135068437668656,2.241634960757245,4.438230527284218,0.724871673015851,0.724871673015851,False
79,1-79,0.6633082534049257,1.9312550288457562,4.436095439692197,0.7621734370519601,0.7621734370519601,False
80,1-80,0.9025471656849328,-0.5374120423934476,4.389033180656407,0.9298164897451714,0.9298164897451714,False
81,1-81,0.37283368476508694,-3.9389361956469098,4.419920817525402,0.5095340014292852,0.5095340014292852,False
82,1-82,0.43903731254945333,-3.4374475412136953,4.442180428620216,0.5722224924955105,0.5722224924955105,False
83,1-83,0.5647542827057199,-2.64812069374801,4.599074833672249,0.6882151404721049,0.6882151404721049,False
84,1-84,0.874364363581779,-0.7075361101865022,4.474754383693412,0.9060381918144841,0.9060381918144841,False
85,1-85,0.778809320364628,-1.2858499208563452,4.578079538472579,0.835900524744182,0.835900524744182,False
86,1-86,0.5514347320962482,-2.5509912312425853,4.2829778220584735,0.6765344850887378,0.6765344850887378,False
87,1-87,0.26173988349960564,-4.786844329141631,4.265253743058694,0.39377748118623646,0.39377748118623646,False
88,1-88,0.32933840314141827,-4.176208287068209,4.281326165245325,0.4675187295574132,0.4675187295574132,False
89,1-89,0.17820637455105348,-5.836941588756472,4.335548916459408,0.3040978479387679,0.3040978479387679,False
90,1-90,0.022596110089714228,-9.817589724850208,4.305591665086641,0.08053105464760447,0.08053105464760447,False
91,1-91,0.0020167429162893558,-13.164180694507051,4.26334937913132,0.013585243797656866,0.013585243797656866,True
92,1-92,0.0005747799234680134,-15.18461517350658,4.409973276075574,0.004806044436997928,0.004806044436997928,True
93,1-93,5.616642089933739e-05,-17.58772432939028,4.365972358846047,0.0006494989310380823,0.0006494989310380823,True
94,1-94,0.0017677225070435038,-13.381216961368416,4.279643155719441,0.01254966814088869,0.01254966814088869,True
95,1-95,0.0018577023480121641,-13.316073681950703,4.278825438536791,0.012780521849931786,0.012780521849931786,True
96,1-96,0.002266410858468873,-13.043229509753036,4.27240572750742,0.014664217875926578,0.014664217875926578,True
97,1-97,0.002611000851276776,-12.961892761476115,4.306031104456564,0.016218045287644887,0.016218045287644887,True
98,1-98,0.003641914704112441,-12.46926489767716,4.288479291154678,0.021283662813818403,0.021283662813818403,True
99,1-99,0.008624867069032075,-11.180460791743506,4.256667159402747,0.04242185748433423,0.04242185748433423,True
100,1-100,0.009970248108922419,-11.102983829460499,4.308726972822797,0.045156915393327786,0.045156915393327786,True
101,1-101,0.03254657037157056,-9.162262759302116,4.286172742255662,0.10201196403310796,0.10201196403310796,False
102,1-102,0.01514825805834013,-10.48226933899787,4.315795632317829,0.06053734010814603,0.06053734010814603,False
103,1-103,0.05990822850655258,-8.005178847294042,4.25475059918276,0.15653904900630444,0.15653904900630444,False
104,1-104,0.09897281727289671,-7.230528818447607,4.382526676040115,0.21573587241855177,0.21573587241855177,False
105,1-105,0.025208327137830035,-9.908358927524235,4.426941328446704,0.08589796739442397,0.08589796739442397,False
106,1-106,0.02474256093392441,-9.958592533784364,4.435111400350218,0.08551520051749728,0.08551520051749728,False
107,1-107,0.010532781730401904,-11.31899824547056,4.425236186638403,0.046922679266175694,0.046922679266175694,True
108,1-108,0.030640676542926383,-9.483067388989205,4.386839752927425,0.0985396905389378,0.0985396905389378,False
109,1-109,0.013720436507252192,-10.905246954452641,4.424931897176935,0.05741643873055512,0.05741643873055512,False
110,1-110,0.17727791812373683,-6.070781913171156,4.499595718775428,0.303809798429685,0.303809798429685,False
111,1-111,0.4226856697485638,-3.7913306247304344,4.728697507132256,0.5575962657969525,0.5575962657969525,False
112,1-112,0.9100466765290753,0.49888345630194286,4.415692451539817,0.9341083450303163,0.9341083450303163,False
113,1-113,0.618178673250616,2.20361319398011,4.421079430390868,0.7264434787280212,0.7264434787280212,False
114,1-114,0.5345191698977918,2.7639329153157366,4.449901407911499,0.6604520700763752,0.6604520700763752,False
115,1-115,0.3021618101036836,4.5191841310531835,4.379866887792404,0.43910412778436375,0.43910412778436375,False
116,1-116,0.6554772261398523,1.9089200436393545,4.278495817423262,0.7564873140195697,0.7564873140195697,False
117,1-117,0.5906763356036752,2.344663624869358,4.359276078322157,0.7071202387678358,0.7071202387678358,False
118,1-118,0.5456680112401509,2.493427095254445,4.1263856794951,0.6709741269434887,0.6709741269434887,False
119,1-119,0.5752061061233555,2.309420331659385,4.121015624512736,0.6948406853234514,0.6948406853234514,False
120,1-120,0.6986636797978221,1.5994373442986871,4.131578679531703,0.7869921450157851,0.7869921450157851,False
121,1-121,0.6555759427842085,1.8515197663715666,4.151115118227679,0.7564873140195697,0.7564873140195697,False
122,1-122,0.26436342760353515,4.603088848962099,4.1241247134243135,0.39581686750005884,0.39581686750005884,False
123,1-123,0.30941470067840016,4.340713419845384,4.270460351975038,0.4448859519013505,0.4448859519013505,False
124,1-124,0.34995319443768313,4.179599071040986,4.471689457689318,0.4876911825048225,0.4876911825048225,False
125,1-125,0.5830620554975592,2.4535613541430434,4.469817910819823,0.6987744810648807,0.6987744810648807,False
126,1-126,0.6652451934393595,-1.9981175066145718,4.6179725493035635,0.7635918957429607,0.7635918957429607,False
127,1-127,0.8223467454051683,-0.9971958377710526,4.44130505071365,0.8686986513658095,0.8686986513658095,False
128,1-128,0.4425997404119393,3.225616149963966,4.201057294423937,0.5761747518895545,0.5761747518895545,False
129,1-129,0.47459014882401873,2.993186857288546,4.186096300019188,0.6062038681218664,0.6062038681218664,False
130,1-130,0.6587070907459152,1.8584690942702662,4.207547283477305,0.7592943877421101,0.7592943877421101,False
131,1-131,0.21796116894315232,5.4931469308901235,4.458840241250615,0.3468869555508149,0.3468869555508149,False
132,1-132,0.09138350568245662,7.51739989239887,4.453054915749828,0.20381461454348238,0.20381461454348238,False
133,1-133,0.1564208126767082,6.606228097070047,4.661423863924657,0.28227361704749754,0.28227361704749754,False
134,1-134,0.4029352786628517,4.005102083715291,4.788555445140671,0.5380720490252087,0.5380720490252087,False
135,1-135,0.5504785215689417,2.8276142101794317,4.736029300937595,0.6761244666050166,0.6761244666050166,False
136,1-136,0.5091337188851156,-2.8683592289927575,4.344766636797437,0.6427598252988037,0.6427598252988037,False
137,1-137,0.3663341347964866,-3.904221390440988,4.321882158126868,0.5034199804346156,0.5034199804346156,False
138,1-138,0.22901021665923804,-5.054452059928508,4.201845462122249,0.36077406595448075,0.36077406595448075,False
139,1-139,0.25009570147417903,-4.972224992178971,4.323234210621351,0.38181745435734915,0.38181745435734915,False
140,1-140,0.09788831429470003,-7.074207992157519,4.273985190711633,0.214525398464393,0.214525398464393,False
141,1-141,0.27294740545397367,-4.546867685361726,4.147465748308024,0.40664383738301324,0.40664383738301324,False
142,1-142,0.1553925880683077,-5.76426668385666,4.057230651093079,0.28151957205041744,0.28151957205041744,False
143,1-143,0.1998760352662473,-5.186321418844668,4.0457928847379065,0.3301903500522961,0.3301903500522961,False
144,1-144,0.23805470859157407,-4.849289927361065,4.110044925081767,0.369496564945901,0.369496564945901,False
145,1-145,0.46693975381169284,-3.0281673850245263,4.162616626972669,0.5992485388350769,0.5992485388350769,False
146,1-146,0.6951125401596003,1.7086109962027576,4.35951920305872,0.7838042854289269,0.7838042854289269,False
147,1-147,0.13839802974306012,6.36741517553223,4.297130515801722,0.2628938101851082,0.2628938101851082,False
148,1-148,0.05211360230333421,7.723002558511679,3.9764318105785876,0.14233036608975952,0.14233036608975952,False
149,1-149,0.046510164849378456,7.912132734358821,3.9744806082296096,0.134102252496749,0.134102252496749,False
150,1-150,0.05508312729985761,7.600016418436895,3.9620151006566227,0.148181646960775,0.148181646960775,False
151,1-151,0.031200489099531527,8.504760951426274,3.94742915549914,0.09945667341006195,0.09945667341006195,False
152,1-152,0.033166257214606455,8.416561366557925,3.9513169017696033,0.10241966361442392,0.10241966361442392,False
153,1-153,0.019504954140063414,9.224693075926934,3.9493715144840564,0.07236138276535471,0.07236138276535471,False
154,1-154,0.004962299347861225,11.688280520968345,4.1603136769053775,0.027804223665593566,0.027804223665593566,True
155,1-155,0.0005712282614946463,14.507323004598238,4.211221936078902,0.004806044436997928,0.004806044436997928,True
156,1-156,1.3306719159041851e-06,21.001143564226634,4.34346109166829,2.5376146887506128e-05,2.5376146887506128e-05,True
157,1-157,1.5453738859401077e-07,22.90773185333509,4.3658142290729485,4.420582668465518e-06,4.420582668465518e-06,True
158,1-158,1.9810067144879012e-07,22.736415727444527,4.371453608843483,5.5214212785855095e-06,5.5214212785855095e-06,True
159,1-159,8.082110700168011e-08,23.512788201874347,4.382392426807053,2.82192164083575e-06,2.82192164083575e-06,True
160,1-160,8.427420387836406e-08,23.57519064257775,4.400220257257824,2.82192164083575e-06,2.82192164083575e-06,True
161,1-161,4.3770450266845354e-08,23.986477296700933,4.3811542047176735,2.1626581563664047e-06,2.1626581563664047e-06,True
162,1-162,7.164045062384849e-08,23.810187896813783,4.419928494577594,2.7811846367186896e-06,2.7811846367186896e-06,True
163,1-163,7.433333781295034e-08,23.718092260513583,4.408265029662063,2.786218558713001e-06,2.786218558713001e-06,True
164,1-164,1.713129132756491e-08,24.87607231869527,4.411647682532458,1.2414475782042036e-06,1.2414475782042036e-06,True
165,1-165,5.531917462057562e-08,24.178627689668303,4.4500759101801775,2.4940286191613305e-06,2.4940286191613305e-06,True
166,1-166,6.194919293225016e-08,24.073088653934438,4.447205825682657,2.4940286191613305e-06,2.4940286191613305e-06,True
167,1-167,1.2773141900072737e-08,25.232087381143746,4.435184905385234,1.2414475782042036e-06,1.2414475782042036e-06,True
168,1-168,1.6180430368074185e-08,25.03389938623258,4.431913971535279,1.2414475782042036e-06,1.2414475782042036e-06,True
169,1-169,2.0887255026869456e-09,25.815602474364947,4.309242168388976,4.7008592859342037e-07,4.7008592859342037e-07,True
170,1-170,4.2103632703416936e-10,27.10925971208851,4.340243627283806,3.3824493518242167e-07,3.3824493518242167e-07,True
171,1-171,6.60040733498071e-09,26.373314975154887,4.546505709876046,7.971825303471146e-07,7.971825303471146e-07,True
172,1-172,1.5475906967668163e-08,24.955423081751224,4.412045728836031,1.2414475782042036e-06,1.2414475782042036e-06,True
173,1-173,7.72902846681842e-07,20.236503506164937,4.094727413662375,1.6802907886863246e-05,1.6802907886863246e-05,True
174,1-174,3.2841439423023984e-06,19.297667374644217,4.148074625660111,5.57791322700423e-05,5.57791322700423e-05,True
175,1-175,2.3799235385667905e-07,21.43276853900702,4.148080252605078,6.159468777195479e-06,6.159468777195479e-06,True
176,1-176,9.814660648699056e-07,20.220067010623787,4.13049053676157,2.0516415625261294e-05,2.0516415625261294e-05,True
177,1-177,0.0013153477919410858,14.215585460474484,4.424933486731045,0.009793034587944933,0.009793034587944933,True
178,1-178,0.029223335859158178,9.382762050401926,4.303110096418359,0.09596908180938048,0.09596908180938048,False
179,1-179,0.09014100549715043,7.234715875032403,4.269139466214317,0.20291682079931517,0.20291682079931517,False
180,1-180,0.08152719322490909,7.413974341674322,4.256274598614586,0.19212667038040918,0.19212667038040918,False
181,1-181,0.08101137027273946,7.331167810976837,4.201608827729357,0.19212667038040918,0.19212667038040918,False
182,1-182,0.2550974005439238,4.75978737763278,4.182386801802662,0.38727775752967203,0.38727775752967203,False
183,1-183,0.7016204850776651,1.6616660584132794,4.3370374093061,0.787873416610973,0.787873416610973,False
184,1-184,0.7155228164036829,1.5600382899754293,4.280540392368701,0.7944568962520973,0.7944568962520973,False
185,1-185,0.5939893340260662,-2.2763386697912233,4.2702921480788545,0.7103040771026777,0.7103040771026777,False
186,1-186,0.843917975116445,-0.8192308098319326,4.1609729784838265,0.8829055235337591,0.8829055235337591,False
187,1-187,0.8028186730182432,-1.05646201466082,4.230910157458763,0.8530438881435292,0.8530438881435292,False
188,1-188,0.6168548917649093,-2.123376036360158,4.24409755793677,0.7264434787280212,0.7264434787280212,False
189,1-189,0.794669591958563,-1.0902834448787166,4.18934152922879,0.8476995549155624,0.8476995549155624,False
190,1-190,0.8005256979191825,1.1429862815931353,4.523689848373713,0.8514397589414396,0.8514397589414396,False
191,1-191,0.12654692734868686,6.421757857443289,4.203102068780285,0.2508769406276722,0.2508769406276722,False
192,1-192,0.11151383304318234,6.689286521470777,4.203329792825501,0.232213671490305,0.232213671490305,False
193,1-193,0.12616863011267848,6.462162588702815,4.225329651812076,0.2507226708089242,0.2507226708089242,False
194,1-194,0.2573440546977205,4.861026485436787,4.291573475188806,0.3896326047995497,0.3896326047995497,False
195,1-195,0.3689730580885784,4.017934749217847,4.472329479981491,0.505767609258871,0.505767609258871,False
196,1-196,0.33593902979488377,6.203398228702,6.446963549717656,0.47396468843798245,0.47396468843798245,False
197,1-197,0.2028883358263598,8.956814444750314,7.0339691876785135,0.33163852788459114,0.33163852788459114,False
198,1-198,0.09080888151773381,20.6148707493474,12.189880824979836,0.20366413463015906,0.20366413463015906,False
199,2-0,0.4137362525590591,4.099378063044111,5.015533912387673,0.5484528128435332,0.5484528128435332,False
200,2-1,0.4247472656225215,3.9587763775087015,4.959552836790296,0.5593317026592836,0.5593317026592836,False
201,2-2,0.673104062492546,2.041410414347112,4.838707123439317,0.7681829111812509,0.7681829111812509,False
202,2-3,0.6006361773688107,2.3091435930386766,4.4110905359660215,0.7162782176028087,0.7162782176028087,False
203,2-4,0.02168208132920906,11.157043116836249,4.859568812468987,0.07816817543443816,0.07816817543443816,False
204,2-5,0.025642007296630125,9.69121459243949,4.342737809408875,0.08710269353574046,0.08710269353574046,False
205,2-6,0.05583286328969461,8.347156043019643,4.364895919589658,0.14911627124299273,0.14911627124299273,False
206,2-7,0.04747841537752484,8.485210981546858,4.281119785031189,0.13545679137892258,0.13545679137892258,False
207,2-8,0.12879383433016686,6.510566431349939,4.286438477420772,0.25331032472860554,0.25331032472860554,False
208,2-9,0.10657416078866884,6.924346987692109,4.290750501302399,0.22598215278130535,0.22598215278130535,False
209,2-10,0.12119471260302203,6.624274352190986,4.2743364747108865,0.24624047214856998,0.24624047214856998,False
210,2-11,0.17276689813032864,5.8308342892951215,4.276790175076823,0.30095772158280004,0.30095772158280004,False
211,2-12,0.16728445637261502,5.9024367229723005,4.274086253822095,0.29567187654802035,0.29567187654802035,False
212,2-13,0.14018160334028956,6.339898282818722,4.297900762143184,0.26369699427210175,0.26369699427210175,False
213,2-14,0.13345192765928054,6.432568045545555,4.286585400601546,0.25903972386721064,0.25903972386721064,False
214,2-15,0.5671839350557839,2.5362082458894735,4.43235152861801,0.689629683898923,0.689629683898923,False
215,2-16,0.43068621770018034,3.403146762241695,4.31861589596589,0.5633645230326065,0.5633645230326065,False
216,2-17,0.9405396586808267,0.31236278253874034,4.1876402640944494,0.9554828121365033,0.9554828121365033,False
217,2-18,0.9435217909944419,0.2974634253449554,4.198842280636762,0.9576173546320805,0.9576173546320805,False
218,2-19,0.6719594204791832,1.7805700452573898,4.204809352074358,0.7680545636812536,0.7680545636812536,False
219,2-20,0.7518919016616564,1.3250314758669823,4.191204787130305,0.8164092659075869,0.8164092659075869,False
220,2-21,0.15254767651359838,-6.440780106871005,4.502183625389085,0.2774001264388249,0.2774001264388249,False
221,2-22,0.10441638184487745,-6.946881527868068,4.278137135530688,0.22386707507964848,0.22386707507964848,False
222,2-23,0.035103507250529,-9.147191006740087,4.3409995943011035,0.10748595036992964,0.10748595036992964,False
223,2-24,0.08874559426334958,-7.547491474863204,4.434347979243514,0.20181267984155019,0.20181267984155019,False
224,2-25,0.09717623203614696,-7.1797742920084255,4.328554714160552,0.21339507923897322,0.21339507923897322,False
225,2-26,0.13702297931157348,-6.4308418132873015,4.324798631649952,0.26182331427797934,0.26182331427797934,False
226,2-27,0.12670785685795036,-6.657959903015552,4.359546725298671,0.2508769406276722,0.2508769406276722,False
227,2-28,0.10587854019188175,-6.990240309982299,4.322971863087184,0.22522499645513788,0.22522499645513788,False
228,2-29,0.23778046002948172,-5.118627540352401,4.335789079735336,0.369496564945901,0.369496564945901,False
229,2-30,0.3438341143958774,-4.165743383152471,4.4006652739974,0.4828781425688872,0.4828781425688872,False
230,2-31,0.9098455458162703,0.5158024795667178,4.555216460765823,0.9341083450303163,0.9341083450303163,False
231,2-32,0.33445705574952334,4.638850961160321,4.8062267445360085,0.47296011024463963,0.47296011024463963,False
232,2-33,0.27626449812035303,4.743130221846018,4.356494786054015,0.40968555178284277,0.40968555178284277,False
233,2-34,0.7072558903149164,1.6144069115912552,4.2988482960352385,0.7922493625475193,0.7922493625475193,False
234,2-35,0.7098973379934421,1.5653831867192056,4.208087516266542,0.7922570907585951,0.7922570907585951,False
235,2-36,0.7511899374896642,1.3305710894391867,4.196448877713896,0.8164092659075869,0.8164092659075869,False
236,2-37,0.4728668930387977,3.0908808751060324,4.305914005051792,0.6047133090978507,0.6047133090978507,False
237,2-38,0.7591973813467758,-1.3694213506751363,4.467423362126427,0.8219597146652842,0.8219597146652842,False
238,2-39,0.578893598960192,-2.414856172031104,4.351080035385041,0.6953119801875455,0.6953119801875455,False
239,2-40,0.35971597727606586,-3.8472100296091503,4.200440055630387,0.49746980572402494,0.49746980572402494,False
240,2-41,0.25480842617201016,-4.824047503497986,4.236274423496067,0.38727775752967203,0.38727775752967203,False
241,2-42,0.4278228534009506,-3.375131896191676,4.256571090171737,0.5609691696584238,0.5609691696584238,False
242,2-43,0.5597346025410341,-2.5025833752773052,4.290860670317422,0.6836309134405664,0.6836309134405664,False
243,2-44,0.9393669912982939,0.34118798021255375,4.4854500534671935,0.9551842091124841,0.9551842091124841,False
244,2-45,0.8602442897801226,0.7789023487756964,4.423992859551913,0.8982570057550366,0.8982570057550366,False
245,2-46,0.8292341949958659,0.9479307731710799,4.395001280806148,0.8734278778687076,0.8734278778687076,False
246,2-47,0.749309806799686,1.40166830131756,4.386387661089212,0.8164092659075869,0.8164092659075869,False
247,2-48,0.4445660964088205,3.3456260964347857,4.3761965889209815,0.5780422808569232,0.5780422808569232,False
248,2-49,0.41855889364887555,3.489998361531774,4.314371425416225,0.5528232289141285,0.5528232289141285,False
249,2-50,0.36886607375472746,3.876998707487329,4.314490605785582,0.505767609258871,0.505767609258871,False
250,2-51,0.32945662082886706,4.204812007293439,4.31170364477003,0.4675187295574132,0.4675187295574132,False
251,2-52,0.366105782800339,3.890690847982749,4.304852757047203,0.5034199804346156,0.5034199804346156,False
252,2-53,0.3589115967927359,3.928179164893538,4.281669521841929,0.49698968880726613,0.49698968880726613,False
253,2-54,0.38475271431808145,3.7117101480418326,4.27039463894996,0.5220519333309617,0.5220519333309617,False
254,2-55,0.1287383340643545,6.306108234428251,4.151224310217157,0.25331032472860554,0.25331032472860554,False
255,2-56,0.02347042915419988,9.83494328840204,4.34081779162704,0.08240030837657572,0.08240030837657572,False
256,2-57,0.0013553478861869676,14.412119122957424,4.498171415162486,0.009954480758684013,0.009954480758684013,True
257,2-58,0.0036965579574078783,13.426323149063418,4.625048496557703,0.021487478608034034,0.021487478608034034,True
258,2-59,0.032665224003530585,10.260466843038875,4.803197802428374,0.10201196403310796,0.10201196403310796,False
259,2-60,0.02290587243672275,11.575672890308878,5.088205723968169,0.08128985782972076,0.08128985782972076,False
260,2-61,0.014736371012171222,12.367913136352344,5.071323673341129,0.06021968154221849,0.06021968154221849,False
261,2-62,0.005430734299344018,13.85763421237607,4.9842080838269665,0.029965523773537804,0.029965523773537804,True
262,2-63,0.06124250841397123,8.480926159678713,4.531037284439678,0.1581073300875435,0.1581073300875435,False
263,2-64,0.08622696687619626,7.588865400349907,4.423329831039347,0.19857778176785026,0.19857778176785026,False
